id,label,sample_type,frame_count,landmarks,created_at
"201","B","STATIC","1","0.679892,0.680468,0.000001,0.757752,0.644152,-0.039944,0.799579,0.570660,-0.044706,0.769617,0.518182,-0.044747,0.709833,0.520518,-0.043991,0.737803,0.510911,-0.009854,0.741518,0.450641,-0.022900,0.737664,0.412014,-0.040064,0.732312,0.376934,-0.054955,0.687648,0.506342,-0.004724,0.692283,0.437625,-0.014478,0.694356,0.390962,-0.030641,0.694897,0.351070,-0.043879,0.644779,0.515805,-0.005613,0.643064,0.451060,-0.017556,0.649634,0.407806,-0.033499,0.654392,0.372018,-0.045345,0.601885,0.536035,-0.011292,0.597238,0.484074,-0.021966,0.600491,0.450552,-0.029091,0.603495,0.419841,-0.035491","1781402447254"
"202","B","STATIC","1","0.677935,0.680067,0.000001,0.758104,0.642974,-0.042019,0.801184,0.568958,-0.047534,0.766468,0.515572,-0.048550,0.702188,0.517574,-0.049180,0.740246,0.504337,-0.008321,0.743062,0.444194,-0.022263,0.738171,0.404756,-0.041266,0.732402,0.367707,-0.058083,0.689015,0.499850,-0.003323,0.693486,0.431502,-0.013830,0.695423,0.383601,-0.032142,0.696959,0.341342,-0.047666,0.645293,0.510268,-0.004935,0.642582,0.444530,-0.018237,0.647896,0.399664,-0.036263,0.652278,0.362372,-0.049819,0.601005,0.531867,-0.011653,0.594955,0.477747,-0.023770,0.597805,0.442103,-0.032709,0.601030,0.409276,-0.040809","1781402447420"
"203","B","STATIC","1","0.665583,0.678400,0.000001,0.748965,0.642270,-0.047323,0.796789,0.564689,-0.054435,0.762515,0.508839,-0.055583,0.695773,0.513489,-0.055893,0.735070,0.497553,-0.014418,0.739294,0.432948,-0.028331,0.734404,0.390682,-0.047757,0.728291,0.350993,-0.065049,0.680688,0.491774,-0.006928,0.686357,0.419838,-0.016399,0.689251,0.369429,-0.034684,0.691144,0.324453,-0.050305,0.634460,0.501540,-0.006050,0.633403,0.433238,-0.017639,0.640542,0.386289,-0.035669,0.645420,0.346441,-0.049532,0.589259,0.522764,-0.010823,0.584979,0.466952,-0.021232,0.588992,0.430419,-0.029184,0.592094,0.396781,-0.036712","1781402447600"
"204","B","STATIC","1","0.671669,0.679583,0.000001,0.755227,0.639622,-0.047845,0.805911,0.562222,-0.054973,0.771827,0.504502,-0.056732,0.702379,0.510618,-0.057682,0.743506,0.491746,-0.009673,0.748325,0.426628,-0.023449,0.743913,0.384604,-0.043707,0.738552,0.344449,-0.061830,0.687524,0.485550,-0.003394,0.695375,0.411590,-0.013307,0.698164,0.359644,-0.033491,0.699895,0.313267,-0.050572,0.639875,0.495930,-0.004299,0.638758,0.426834,-0.017263,0.645237,0.378464,-0.037919,0.649993,0.338326,-0.053361,0.592938,0.518246,-0.010952,0.588531,0.459935,-0.022021,0.592785,0.422808,-0.030826,0.597340,0.389045,-0.039114","1781402447763"
"205","B","STATIC","1","0.676916,0.680800,0.000001,0.763460,0.642787,-0.049716,0.818656,0.561204,-0.056984,0.784198,0.501358,-0.058346,0.711244,0.509134,-0.058674,0.754016,0.488033,-0.013314,0.760122,0.419016,-0.027567,0.755825,0.374059,-0.047720,0.750178,0.332023,-0.065861,0.696153,0.480742,-0.006639,0.705581,0.402598,-0.017020,0.709788,0.348426,-0.037037,0.711728,0.300876,-0.053907,0.646959,0.490156,-0.007111,0.646723,0.417888,-0.019604,0.655673,0.367589,-0.040028,0.661794,0.325580,-0.055706,0.599013,0.511262,-0.013630,0.595044,0.451984,-0.023827,0.599882,0.414299,-0.032306,0.604243,0.379588,-0.040706","1781402447898"
"206","B","STATIC","1","0.686943,0.684468,0.000001,0.776209,0.644578,-0.058102,0.835298,0.563574,-0.070526,0.796369,0.505467,-0.075949,0.722894,0.515637,-0.080562,0.765119,0.485494,-0.023503,0.773199,0.414009,-0.042960,0.772179,0.367025,-0.066670,0.769777,0.322655,-0.086870,0.704125,0.478238,-0.014827,0.714867,0.396717,-0.029784,0.719540,0.339687,-0.053531,0.722709,0.288687,-0.072792,0.652489,0.488550,-0.013805,0.653612,0.413019,-0.030427,0.661739,0.360869,-0.054367,0.668149,0.317101,-0.071817,0.602109,0.511835,-0.019406,0.598138,0.449846,-0.032526,0.601988,0.410414,-0.043142,0.605624,0.373933,-0.052770","1781402448034"
"207","B","STATIC","1","0.695536,0.684826,0.000001,0.782782,0.646112,-0.066364,0.842157,0.567716,-0.085764,0.800951,0.512147,-0.097166,0.727702,0.515738,-0.107928,0.773581,0.483813,-0.039904,0.778306,0.409252,-0.066599,0.775976,0.359950,-0.094264,0.772939,0.313133,-0.116697,0.709316,0.477536,-0.029792,0.719302,0.392313,-0.051403,0.723624,0.333394,-0.078580,0.728233,0.279780,-0.100104,0.655255,0.489230,-0.027627,0.655717,0.409787,-0.049504,0.663645,0.355587,-0.075892,0.671746,0.309234,-0.094970,0.602697,0.514126,-0.032612,0.599154,0.449885,-0.049456,0.602619,0.408338,-0.062495,0.606491,0.368915,-0.073944","1781402448188"
"208","B","STATIC","1","0.688920,0.688792,0.000001,0.775353,0.646533,-0.063663,0.830388,0.564254,-0.080341,0.784546,0.509831,-0.089636,0.708387,0.522384,-0.098124,0.754905,0.487678,-0.033806,0.760830,0.415766,-0.058672,0.757899,0.368148,-0.086187,0.753618,0.321651,-0.109373,0.691394,0.481327,-0.024815,0.699396,0.399862,-0.045274,0.703188,0.341575,-0.072893,0.706588,0.287319,-0.095532,0.639602,0.493151,-0.023767,0.637340,0.418088,-0.044966,0.645285,0.364561,-0.071989,0.652205,0.319112,-0.091850,0.590672,0.517977,-0.029873,0.585642,0.455653,-0.046423,0.588290,0.414265,-0.060096,0.590531,0.375702,-0.072501","1781402448372"
"209","B","STATIC","1","0.685254,0.694940,0.000001,0.772688,0.652946,-0.062854,0.828614,0.572140,-0.079365,0.783937,0.517815,-0.088706,0.709343,0.524965,-0.097190,0.753581,0.493287,-0.032407,0.757885,0.421771,-0.057792,0.753370,0.373947,-0.085047,0.748511,0.327903,-0.107701,0.689748,0.486997,-0.023748,0.697134,0.405089,-0.044178,0.698942,0.347507,-0.071187,0.700963,0.293850,-0.093195,0.638018,0.499210,-0.023132,0.635312,0.424165,-0.044892,0.641141,0.371330,-0.071210,0.646362,0.325836,-0.090381,0.589047,0.525130,-0.029505,0.583760,0.463472,-0.046754,0.587238,0.422998,-0.060007,0.589950,0.385318,-0.071770","1781402448519"
"210","B","STATIC","1","0.695901,0.699483,0.000001,0.783814,0.656037,-0.062838,0.840461,0.574801,-0.078836,0.794419,0.519954,-0.087481,0.719011,0.528818,-0.095421,0.764457,0.496086,-0.031381,0.768881,0.424548,-0.055918,0.764482,0.376633,-0.083334,0.759584,0.330032,-0.106320,0.701851,0.489579,-0.022869,0.708900,0.407777,-0.042330,0.710732,0.349323,-0.069881,0.712244,0.294930,-0.092442,0.650689,0.501520,-0.022299,0.648289,0.426350,-0.043391,0.652548,0.372289,-0.070458,0.655575,0.325994,-0.090126,0.602041,0.527527,-0.028683,0.596465,0.465350,-0.045518,0.598984,0.424596,-0.058487,0.599987,0.387232,-0.069987","1781402448668"
"211","C","STATIC","1","0.746585,0.730396,0.000000,0.659826,0.744612,-0.163292,0.582938,0.705566,-0.236767,0.526294,0.648229,-0.273930,0.499966,0.578145,-0.297677,0.704364,0.569184,-0.195563,0.701101,0.453559,-0.253489,0.632002,0.414743,-0.284713,0.565830,0.409588,-0.296651,0.714376,0.543394,-0.117638,0.704138,0.423082,-0.171881,0.617269,0.393516,-0.192770,0.544993,0.403879,-0.199716,0.703705,0.533813,-0.049037,0.682234,0.440635,-0.092281,0.611564,0.413136,-0.121357,0.552614,0.415311,-0.134235,0.684221,0.534716,0.009203,0.662283,0.467630,-0.017036,0.614039,0.441623,-0.041234,0.568492,0.438729,-0.056223","1781402482121"
"212","C","STATIC","1","0.747247,0.726810,0.000000,0.659087,0.742941,-0.157324,0.581132,0.705396,-0.228500,0.528124,0.648434,-0.264933,0.502899,0.581055,-0.288623,0.701167,0.569844,-0.187364,0.694177,0.456325,-0.242236,0.626439,0.419243,-0.272312,0.561177,0.414026,-0.284445,0.714339,0.542551,-0.112610,0.702725,0.424153,-0.163658,0.616164,0.395754,-0.184445,0.543611,0.407326,-0.192464,0.705896,0.532272,-0.046940,0.685015,0.438954,-0.088360,0.614597,0.413147,-0.118535,0.554531,0.416749,-0.133260,0.690947,0.532271,0.008857,0.665988,0.468722,-0.017779,0.617518,0.444994,-0.043506,0.570978,0.441827,-0.060200","1781402482259"
"213","C","STATIC","1","0.743768,0.728900,0.000000,0.654777,0.743427,-0.161978,0.579426,0.701842,-0.233019,0.527476,0.643527,-0.267606,0.508534,0.577384,-0.288858,0.706792,0.568445,-0.196171,0.709310,0.454062,-0.251580,0.636862,0.415978,-0.278557,0.568900,0.413156,-0.287523,0.719462,0.543021,-0.115890,0.710064,0.426602,-0.163874,0.619951,0.398133,-0.179379,0.549059,0.410656,-0.184137,0.713324,0.533427,-0.044791,0.694853,0.440094,-0.084730,0.621989,0.415461,-0.112218,0.563722,0.421602,-0.124689,0.698873,0.533517,0.016107,0.677841,0.468057,-0.010802,0.625364,0.443704,-0.037069,0.577302,0.442843,-0.053469","1781402482404"
"214","C","STATIC","1","0.749155,0.715799,0.000000,0.660074,0.732262,-0.161908,0.580683,0.694003,-0.234425,0.524523,0.635277,-0.270646,0.502263,0.568103,-0.292835,0.707600,0.557087,-0.198762,0.705448,0.439474,-0.255144,0.630073,0.403207,-0.279313,0.562186,0.403348,-0.285324,0.721871,0.531358,-0.119072,0.709095,0.413779,-0.169147,0.617651,0.384979,-0.181901,0.547499,0.394821,-0.183726,0.716618,0.520842,-0.048651,0.694133,0.425525,-0.090368,0.622113,0.400274,-0.113505,0.565300,0.403730,-0.122050,0.702234,0.519377,0.011646,0.675705,0.452084,-0.017259,0.624341,0.426593,-0.040884,0.578310,0.422510,-0.054064","1781402482558"
"215","C","STATIC","1","0.750846,0.708051,0.000000,0.659184,0.724128,-0.163394,0.579185,0.685313,-0.237499,0.524440,0.626224,-0.275942,0.506980,0.559085,-0.300326,0.711569,0.548737,-0.200033,0.718848,0.428630,-0.261004,0.643837,0.390046,-0.288915,0.574220,0.387452,-0.297247,0.723430,0.522322,-0.121364,0.714304,0.403171,-0.173058,0.619593,0.373994,-0.185248,0.547211,0.383322,-0.186294,0.718202,0.510423,-0.052887,0.699073,0.413869,-0.095752,0.624039,0.388723,-0.117729,0.565239,0.392638,-0.124995,0.702932,0.507969,0.004691,0.680536,0.440453,-0.026054,0.626684,0.415051,-0.050604,0.578942,0.412419,-0.063757","1781402482684"
"216","C","STATIC","1","0.744955,0.722947,0.000000,0.651811,0.727832,-0.125105,0.575497,0.681700,-0.187930,0.528240,0.627029,-0.230168,0.519243,0.566792,-0.261471,0.699547,0.540929,-0.126511,0.703439,0.435099,-0.190775,0.629572,0.398492,-0.233896,0.566367,0.396618,-0.255798,0.721837,0.522589,-0.082665,0.722278,0.403296,-0.142573,0.630564,0.374537,-0.171432,0.560429,0.380883,-0.183288,0.734376,0.514356,-0.051204,0.727265,0.407592,-0.098025,0.645446,0.380897,-0.121756,0.582967,0.385309,-0.130058,0.738481,0.518359,-0.030438,0.726762,0.435451,-0.065439,0.668425,0.402468,-0.088870,0.617432,0.396960,-0.100452","1781402482856"
"217","C","STATIC","1","0.771880,0.727339,0.000000,0.679477,0.742047,-0.161581,0.598829,0.696903,-0.236029,0.548976,0.636311,-0.278542,0.529716,0.567948,-0.307673,0.731288,0.548180,-0.183273,0.735114,0.428447,-0.250755,0.657436,0.388987,-0.290615,0.586173,0.385634,-0.308292,0.745591,0.524086,-0.114951,0.744090,0.398323,-0.173570,0.646585,0.366885,-0.196965,0.570421,0.372721,-0.205681,0.744572,0.513795,-0.059162,0.731635,0.407160,-0.106536,0.649193,0.380106,-0.133514,0.585384,0.382691,-0.144581,0.736374,0.515367,-0.015500,0.720399,0.434970,-0.049008,0.662965,0.404179,-0.075015,0.612088,0.400359,-0.089785","1781402482989"
"218","C","STATIC","1","0.789331,0.734353,0.000000,0.701372,0.747841,-0.175997,0.619323,0.702241,-0.254921,0.560664,0.639137,-0.297483,0.538613,0.567436,-0.325646,0.762542,0.546022,-0.199845,0.766773,0.416924,-0.264793,0.693450,0.373059,-0.302896,0.617648,0.361725,-0.320184,0.766142,0.520936,-0.120724,0.764463,0.391738,-0.175840,0.669608,0.355554,-0.198818,0.588937,0.355740,-0.208809,0.755766,0.511340,-0.053985,0.742646,0.406060,-0.098387,0.664941,0.376231,-0.128250,0.598760,0.374520,-0.142611,0.738428,0.513460,-0.000065,0.722415,0.437412,-0.031448,0.665301,0.407949,-0.059459,0.611369,0.402339,-0.076641","1781402483139"
"219","C","STATIC","1","0.809485,0.735863,0.000000,0.723922,0.755032,-0.193015,0.634933,0.709351,-0.283636,0.574738,0.642726,-0.334507,0.554422,0.564348,-0.370032,0.782406,0.544798,-0.231272,0.784858,0.410763,-0.312221,0.706458,0.364860,-0.360787,0.624950,0.356283,-0.383141,0.785800,0.513168,-0.148201,0.795107,0.377399,-0.217188,0.697521,0.337535,-0.246401,0.611407,0.341121,-0.259233,0.772424,0.499410,-0.078304,0.770860,0.388335,-0.133953,0.691601,0.352604,-0.169016,0.621523,0.349449,-0.185807,0.752975,0.500667,-0.022041,0.742750,0.418898,-0.062078,0.689142,0.382681,-0.093991,0.634686,0.373024,-0.113460","1781402483298"
"220","C","STATIC","1","0.821031,0.737638,0.000000,0.732811,0.758637,-0.197031,0.646493,0.712937,-0.287575,0.585878,0.645822,-0.337030,0.561023,0.564505,-0.371784,0.805582,0.550135,-0.243305,0.809813,0.404385,-0.326285,0.731593,0.350354,-0.375848,0.649994,0.337452,-0.399134,0.807471,0.516045,-0.158495,0.806438,0.371519,-0.232422,0.702954,0.328898,-0.267681,0.613419,0.334620,-0.284962,0.791226,0.500185,-0.086323,0.774932,0.385733,-0.145090,0.687042,0.350920,-0.188666,0.612268,0.352891,-0.211999,0.768308,0.499964,-0.027794,0.745935,0.421535,-0.071135,0.681305,0.386628,-0.111004,0.619641,0.380079,-0.136710","1781402483424"
"221","C","STATIC","1","0.816753,0.745589,0.000000,0.724105,0.762166,-0.195964,0.638996,0.711779,-0.285658,0.582727,0.646203,-0.333869,0.555539,0.568001,-0.367727,0.800973,0.553797,-0.242887,0.808069,0.412398,-0.324019,0.729424,0.358627,-0.373012,0.647420,0.345846,-0.395764,0.808289,0.519822,-0.157539,0.808712,0.376024,-0.231169,0.704168,0.332603,-0.265975,0.613707,0.338036,-0.282067,0.796223,0.503185,-0.084495,0.779353,0.387301,-0.144280,0.687685,0.351897,-0.188212,0.612219,0.352490,-0.210632,0.775658,0.501865,-0.024529,0.753716,0.416743,-0.066503,0.687924,0.378562,-0.104386,0.626639,0.370543,-0.128521","1781402483556"
"222","C","STATIC","1","0.818428,0.745816,0.000000,0.730234,0.765726,-0.195401,0.644703,0.719383,-0.285953,0.582577,0.653000,-0.335956,0.550484,0.571339,-0.371568,0.800123,0.558080,-0.241976,0.803111,0.415715,-0.326582,0.727680,0.360193,-0.377858,0.647194,0.345701,-0.401959,0.800874,0.521931,-0.159426,0.801672,0.379758,-0.235736,0.699705,0.335384,-0.272482,0.608744,0.340233,-0.289926,0.783865,0.504654,-0.089724,0.771473,0.390335,-0.151833,0.683593,0.353068,-0.197189,0.607572,0.351853,-0.220801,0.760430,0.503898,-0.033149,0.740864,0.420638,-0.077787,0.678783,0.383455,-0.116718,0.617822,0.375554,-0.141430","1781402483702"
"223","C","STATIC","1","0.813581,0.728487,0.000000,0.713266,0.748530,-0.190866,0.626900,0.703170,-0.280259,0.572654,0.639036,-0.330301,0.544843,0.560075,-0.366638,0.782539,0.550028,-0.233901,0.778945,0.410735,-0.313772,0.700340,0.358224,-0.362024,0.622315,0.344953,-0.385040,0.797345,0.516195,-0.152188,0.789430,0.373428,-0.223967,0.686743,0.330624,-0.258649,0.599655,0.332604,-0.276177,0.790192,0.499290,-0.082732,0.769848,0.382376,-0.141301,0.678769,0.347538,-0.182970,0.604485,0.346255,-0.204873,0.771230,0.496516,-0.026162,0.748183,0.408123,-0.069514,0.683568,0.372099,-0.106505,0.623022,0.365317,-0.130280","1781402483827"
"224","C","STATIC","1","0.794941,0.682193,0.000000,0.701096,0.703704,-0.176623,0.618677,0.668153,-0.259925,0.561409,0.609724,-0.305742,0.528286,0.536868,-0.337740,0.747613,0.521964,-0.220977,0.742210,0.393148,-0.289965,0.663217,0.349259,-0.324624,0.591991,0.342647,-0.337370,0.759760,0.491289,-0.140033,0.742567,0.361764,-0.199127,0.641383,0.329634,-0.214937,0.563397,0.337333,-0.218412,0.751299,0.476723,-0.070243,0.726435,0.370110,-0.119307,0.641326,0.345272,-0.142820,0.575930,0.348710,-0.151143,0.732390,0.473049,-0.012279,0.705997,0.396011,-0.045420,0.646561,0.368305,-0.069476,0.595414,0.365115,-0.083013","1781402484037"
"225","C","STATIC","1","0.787250,0.657328,0.000000,0.696599,0.684253,-0.170170,0.615292,0.657251,-0.252332,0.559897,0.602548,-0.296406,0.533078,0.531335,-0.326451,0.730965,0.515308,-0.226427,0.728479,0.390518,-0.292832,0.654142,0.346141,-0.321782,0.588607,0.341218,-0.329607,0.746353,0.481636,-0.145422,0.727871,0.356234,-0.204922,0.630219,0.327581,-0.216110,0.557107,0.343643,-0.214329,0.737993,0.465447,-0.073293,0.708229,0.366704,-0.121952,0.628445,0.344933,-0.141636,0.568271,0.351804,-0.145709,0.718002,0.460954,-0.011654,0.686975,0.393280,-0.041915,0.633062,0.372021,-0.061542,0.587047,0.374426,-0.070906","1781402484195"
"226","C","STATIC","1","0.787626,0.646938,0.000000,0.696178,0.673360,-0.156107,0.610486,0.647922,-0.232015,0.554543,0.594712,-0.272531,0.530910,0.526875,-0.299101,0.722927,0.511700,-0.212089,0.714354,0.392703,-0.269354,0.642750,0.352964,-0.290175,0.580993,0.350347,-0.293990,0.741507,0.477889,-0.137390,0.715702,0.356960,-0.193623,0.619426,0.332057,-0.202411,0.549208,0.348378,-0.199592,0.735640,0.462696,-0.069851,0.702201,0.366008,-0.115524,0.622037,0.346723,-0.132547,0.562335,0.355393,-0.135587,0.718089,0.459737,-0.011617,0.685144,0.392486,-0.040881,0.629909,0.372689,-0.059793,0.583121,0.376228,-0.069135","1781402484322"
"227","C","STATIC","1","0.777119,0.642878,0.000000,0.684733,0.669221,-0.147983,0.600773,0.644439,-0.218690,0.543169,0.591203,-0.255384,0.524234,0.525394,-0.278450,0.708356,0.511282,-0.198300,0.692478,0.396857,-0.246616,0.625260,0.359717,-0.259931,0.566127,0.357539,-0.259844,0.731377,0.478272,-0.126450,0.695602,0.362073,-0.176791,0.604105,0.338204,-0.183050,0.535285,0.353358,-0.178880,0.729968,0.463911,-0.060854,0.687103,0.370908,-0.102310,0.610161,0.352475,-0.116038,0.550368,0.360473,-0.117160,0.714462,0.461473,-0.004008,0.674449,0.396903,-0.032079,0.619287,0.379263,-0.049266,0.571514,0.383095,-0.056918","1781402484458"
"228","C","STATIC","1","0.766183,0.631115,0.000000,0.671685,0.655766,-0.149201,0.591115,0.630936,-0.219925,0.536462,0.577869,-0.256500,0.518501,0.513568,-0.278942,0.696094,0.495674,-0.193139,0.684765,0.382187,-0.244283,0.610877,0.347583,-0.260736,0.550008,0.350441,-0.261180,0.718248,0.466900,-0.119415,0.689375,0.353147,-0.167852,0.597230,0.330317,-0.172951,0.531919,0.345117,-0.167525,0.717928,0.454126,-0.053197,0.678128,0.364283,-0.093885,0.601757,0.346034,-0.108319,0.545000,0.353131,-0.109142,0.704623,0.451504,0.004068,0.665932,0.387956,-0.023810,0.611166,0.369966,-0.041158,0.565256,0.373428,-0.048073","1781402484622"
"229","C","STATIC","1","0.765594,0.620171,0.000000,0.670966,0.640972,-0.139824,0.592126,0.612969,-0.204929,0.542442,0.559643,-0.238169,0.527038,0.499334,-0.257933,0.699272,0.481658,-0.179796,0.687375,0.374604,-0.229310,0.615714,0.341104,-0.246672,0.556663,0.343933,-0.248054,0.719740,0.453408,-0.111455,0.690748,0.343121,-0.155829,0.601024,0.321714,-0.158829,0.538754,0.336889,-0.152081,0.719222,0.441128,-0.050878,0.680946,0.351661,-0.088681,0.605709,0.334942,-0.100602,0.551196,0.342560,-0.099817,0.706832,0.440351,0.000953,0.672829,0.374606,-0.025260,0.616904,0.355466,-0.040810,0.570575,0.358979,-0.046257","1781402484762"
"230","C","STATIC","1","0.771377,0.609501,0.000000,0.677438,0.632557,-0.144813,0.599834,0.605617,-0.214073,0.552573,0.552700,-0.250999,0.538194,0.491791,-0.274824,0.704696,0.477509,-0.189790,0.694935,0.368790,-0.243335,0.622178,0.333832,-0.261973,0.563813,0.337667,-0.263373,0.728085,0.449714,-0.120516,0.699550,0.337609,-0.167873,0.610162,0.315571,-0.170974,0.548834,0.330603,-0.163764,0.728596,0.436401,-0.059192,0.688827,0.345656,-0.099119,0.613311,0.328961,-0.109614,0.560196,0.337264,-0.107489,0.715127,0.433615,-0.006995,0.677438,0.367012,-0.034525,0.621664,0.348003,-0.049003,0.577662,0.352623,-0.053330","1781402484896"
"231","C","STATIC","1","0.773038,0.604750,0.000000,0.682311,0.623980,-0.145573,0.606419,0.595438,-0.215101,0.556137,0.544008,-0.251548,0.544399,0.484082,-0.274906,0.713476,0.470798,-0.193177,0.701913,0.363602,-0.245442,0.629158,0.328670,-0.262691,0.571011,0.331848,-0.263922,0.737807,0.442772,-0.123120,0.706923,0.331223,-0.171753,0.617384,0.308979,-0.176037,0.554328,0.324013,-0.170188,0.738892,0.429010,-0.060344,0.698330,0.338137,-0.101655,0.621665,0.321803,-0.113243,0.566931,0.330754,-0.112179,0.725243,0.426134,-0.006455,0.687469,0.358750,-0.035980,0.631177,0.340456,-0.051833,0.585988,0.345510,-0.057333","1781402485062"
"232","C","STATIC","1","0.775636,0.597779,0.000000,0.685759,0.616924,-0.141886,0.609958,0.588535,-0.210337,0.557731,0.537340,-0.246547,0.546119,0.478671,-0.270050,0.714651,0.467207,-0.191735,0.700153,0.361629,-0.240657,0.632238,0.327144,-0.254505,0.576967,0.328794,-0.254185,0.740705,0.438193,-0.123158,0.703945,0.328473,-0.171006,0.615150,0.307893,-0.173930,0.551853,0.323395,-0.167248,0.742376,0.424648,-0.060957,0.698413,0.334068,-0.101889,0.622912,0.318969,-0.111426,0.568984,0.329589,-0.108961,0.728117,0.422328,-0.007234,0.688108,0.355667,-0.035759,0.631999,0.338257,-0.050178,0.587413,0.344186,-0.054911","1781402485211"
"233","C","STATIC","1","0.779578,0.592911,0.000000,0.690079,0.611649,-0.139790,0.613391,0.582795,-0.206432,0.563023,0.532256,-0.241090,0.553132,0.473471,-0.263468,0.716521,0.464886,-0.187122,0.699449,0.362494,-0.234617,0.632942,0.328743,-0.249066,0.578640,0.330580,-0.249465,0.742566,0.436577,-0.118650,0.704246,0.329630,-0.163126,0.618242,0.309833,-0.167328,0.557285,0.326097,-0.162664,0.744525,0.423885,-0.056260,0.700785,0.335853,-0.094018,0.627170,0.320682,-0.105133,0.574325,0.331743,-0.104998,0.731005,0.422345,-0.002233,0.691889,0.359213,-0.029538,0.636817,0.342453,-0.045310,0.592036,0.348525,-0.051705","1781402485371"
"234","C","STATIC","1","0.782278,0.587599,0.000000,0.690317,0.605107,-0.139489,0.614451,0.574500,-0.205352,0.567190,0.523805,-0.238754,0.562062,0.467119,-0.259579,0.718651,0.458698,-0.190639,0.708284,0.355572,-0.241588,0.637771,0.322549,-0.256817,0.583713,0.328121,-0.255728,0.746042,0.433480,-0.120579,0.713637,0.325907,-0.166760,0.626515,0.306121,-0.168219,0.568630,0.323501,-0.159968,0.749690,0.422084,-0.056734,0.709225,0.333575,-0.096037,0.634041,0.318072,-0.105395,0.583358,0.329435,-0.102108,0.737733,0.421056,-0.000984,0.700250,0.355683,-0.027880,0.644660,0.338020,-0.041870,0.601870,0.344746,-0.045717","1781402485501"
"235","C","STATIC","1","0.783309,0.582498,0.000000,0.693715,0.602224,-0.139422,0.619127,0.571832,-0.205642,0.569572,0.520669,-0.239025,0.562222,0.464575,-0.260330,0.722688,0.460431,-0.193774,0.707490,0.355784,-0.242195,0.643457,0.321780,-0.255926,0.589730,0.321886,-0.255148,0.749144,0.432627,-0.123657,0.709839,0.325051,-0.168662,0.624913,0.305713,-0.170371,0.563654,0.319983,-0.163335,0.752049,0.419136,-0.059008,0.706989,0.331099,-0.096995,0.634825,0.317291,-0.105371,0.583370,0.327741,-0.102562,0.738264,0.416513,-0.002516,0.698821,0.353618,-0.027713,0.645328,0.338540,-0.040625,0.603000,0.345341,-0.044781","1781402485661"
"236","C","STATIC","1","0.774370,0.585970,0.000000,0.688530,0.603360,-0.129501,0.618216,0.574975,-0.190857,0.569528,0.526610,-0.221621,0.555229,0.472180,-0.240896,0.713549,0.463683,-0.176593,0.694592,0.359534,-0.217721,0.632140,0.331998,-0.228769,0.578587,0.333798,-0.227492,0.740503,0.439399,-0.110699,0.700853,0.332297,-0.150286,0.620351,0.314697,-0.154299,0.559453,0.329708,-0.150243,0.742867,0.428458,-0.049365,0.698947,0.344202,-0.079239,0.629907,0.328479,-0.088243,0.575165,0.337509,-0.088551,0.729227,0.427152,0.004082,0.691403,0.370167,-0.014951,0.641013,0.355166,-0.027290,0.596976,0.359436,-0.032830","1781402485792"
"237","C","STATIC","1","0.761662,0.598441,0.000000,0.672757,0.615971,-0.135072,0.600551,0.587601,-0.198754,0.550853,0.539224,-0.230349,0.538918,0.483461,-0.249317,0.699723,0.476925,-0.181853,0.681341,0.370610,-0.226970,0.613043,0.343142,-0.238713,0.556857,0.346969,-0.236043,0.727731,0.453979,-0.111442,0.691489,0.343778,-0.152944,0.609171,0.326094,-0.154203,0.549452,0.340517,-0.146309,0.731449,0.443256,-0.046434,0.689541,0.357548,-0.079246,0.618470,0.341465,-0.086843,0.564052,0.348925,-0.083755,0.718327,0.440683,0.010565,0.680890,0.382539,-0.009663,0.629710,0.366963,-0.021105,0.586598,0.369973,-0.024475","1781402485919"
"238","C","STATIC","1","0.780293,0.618400,0.000000,0.685712,0.640557,-0.145553,0.603710,0.608382,-0.215733,0.551012,0.552801,-0.251693,0.540286,0.492763,-0.274966,0.729767,0.487540,-0.201014,0.708370,0.374148,-0.258629,0.630550,0.337611,-0.281360,0.568664,0.337990,-0.285433,0.754735,0.459509,-0.127998,0.714170,0.342602,-0.181739,0.618459,0.321719,-0.189841,0.552803,0.336970,-0.185549,0.753729,0.446017,-0.061045,0.703598,0.354159,-0.105610,0.621683,0.337032,-0.120652,0.565004,0.346344,-0.120689,0.737469,0.442783,-0.002135,0.693314,0.378371,-0.029383,0.636273,0.360714,-0.044584,0.591656,0.364898,-0.049918","1781402486093"
"239","C","STATIC","1","0.810372,0.631089,0.000000,0.704811,0.660146,-0.164363,0.612742,0.631508,-0.244580,0.554899,0.574450,-0.284932,0.540422,0.507900,-0.310433,0.746769,0.501047,-0.239996,0.727678,0.378498,-0.307961,0.644785,0.333421,-0.329361,0.576696,0.332648,-0.329063,0.774355,0.466191,-0.156775,0.732064,0.338778,-0.216219,0.630014,0.314434,-0.215631,0.561429,0.330936,-0.202589,0.773329,0.448539,-0.080070,0.718236,0.350294,-0.131178,0.631561,0.333528,-0.137803,0.574833,0.343479,-0.129065,0.754916,0.443464,-0.012375,0.703978,0.378395,-0.044868,0.641059,0.361354,-0.056773,0.594181,0.365830,-0.056917","1781402486223"
